trayID,species,spID,I,n,trayID_consec,day,planter,plate,domeID,side,x,x1,y,temp_PM,temp_AM,richness,SD,shannon,n_allP,n_allP.na,I_all,n_radish,n_arugula,n_basil,n_red_rom,n_green_rom,n_butter,I_radish,I_arugula,I_basil,I_red_rom,I_green_rom,I_butter,notes,n_others,n_others2,temp_PM_z,richness_z,n_others_z,n_others2_z,n_allP.na_z,n_radish_zsq,n_arugula_zsq,n_basil_zsq,n_red_rom_zsq,n_green_rom_zsq,n_butter_zsq,n_radish_p,n_arugula_p,n_basil_p,n_red_rom_p,n_green_rom_p,n_butter_p
152,butter,6,4,18,139,1,LR,1,86,L,5,5,10,22.6,24.6,6,0.5,1.7144141914465565,238,237,100,68,50,40,33,27,19,39,20,13,17,6,5,NA,169,119,-0.8412236947818407,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.17668095612875517,0.1724473822323766,0.2254906528891389,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2869198312236287,0.2109704641350211,0.16877637130801687,0.13924050632911392,0.11392405063291139,0.08016877637130802
152,green_rom,5,5,26,139,1,LR,1,86,L,5,5,10,22.6,24.6,6,0.5,1.7144141914465565,238,237,100,68,50,40,33,27,19,39,20,13,17,6,5,NA,169,119,-0.8412236947818407,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.17668095612875517,0.1724473822323766,0.2254906528891389,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2869198312236287,0.2109704641350211,0.16877637130801687,0.13924050632911392,0.11392405063291139,0.08016877637130802
152,radish,1,36,65,139,1,LR,1,86,L,5,5,10,22.6,24.6,6,0.5,1.7144141914465565,238,237,100,68,50,40,33,27,19,39,20,13,17,6,5,NA,169,119,-0.8412236947818407,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.17668095612875517,0.1724473822323766,0.2254906528891389,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2869198312236287,0.2109704641350211,0.16877637130801687,0.13924050632911392,0.11392405063291139,0.08016877637130802
152,red_rom,4,16,32,139,1,LR,1,86,L,5,5,10,22.6,24.6,6,0.5,1.7144141914465565,238,237,100,68,50,40,33,27,19,39,20,13,17,6,5,NA,169,119,-0.8412236947818407,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.17668095612875517,0.1724473822323766,0.2254906528891389,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2869198312236287,0.2109704641350211,0.16877637130801687,0.13924050632911392,0.11392405063291139,0.08016877637130802
153,arugula,2,27,46,140,2,LR,5,33,L,6,6,4,26.4,23.7,6,0.5,1.7144141914465565,238,233,119,66,48,40,33,27,19,51,29,9,15,8,7,NA,167,119,0.2987703758526537,0.7433955885309741,0.10811458841391526,0.08313011990143102,0.14315813393955448,0.15989702141051707,0.20860481510620912,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2832618025751073,0.20600858369098712,0.17167381974248927,0.14163090128755365,0.11587982832618025,0.0815450643776824
153,basil,3,7,38,140,2,LR,5,33,L,6,6,4,26.4,23.7,6,0.5,1.7144141914465565,238,233,119,66,48,40,33,27,19,51,29,9,15,8,7,NA,167,119,0.2987703758526537,0.7433955885309741,0.10811458841391526,0.08313011990143102,0.14315813393955448,0.15989702141051707,0.20860481510620912,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2832618025751073,0.20600858369098712,0.17167381974248927,0.14163090128755365,0.11587982832618025,0.0815450643776824
153,butter,6,7,18,140,2,LR,5,33,L,6,6,4,26.4,23.7,6,0.5,1.7144141914465565,238,233,119,66,48,40,33,27,19,51,29,9,15,8,7,NA,167,119,0.2987703758526537,0.7433955885309741,0.10811458841391526,0.08313011990143102,0.14315813393955448,0.15989702141051707,0.20860481510620912,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2832618025751073,0.20600858369098712,0.17167381974248927,0.14163090128755365,0.11587982832618025,0.0815450643776824
153,green_rom,5,7,26,140,2,LR,5,33,L,6,6,4,26.4,23.7,6,0.5,1.7144141914465565,238,233,119,66,48,40,33,27,19,51,29,9,15,8,7,NA,167,119,0.2987703758526537,0.7433955885309741,0.10811458841391526,0.08313011990143102,0.14315813393955448,0.15989702141051707,0.20860481510620912,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2832618025751073,0.20600858369098712,0.17167381974248927,0.14163090128755365,0.11587982832618025,0.0815450643776824
153,radish,1,47,62,140,2,LR,5,33,L,6,6,4,26.4,23.7,6,0.5,1.7144141914465565,238,233,119,66,48,40,33,27,19,51,29,9,15,8,7,NA,167,119,0.2987703758526537,0.7433955885309741,0.10811458841391526,0.08313011990143102,0.14315813393955448,0.15989702141051707,0.20860481510620912,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2832618025751073,0.20600858369098712,0.17167381974248927,0.14163090128755365,0.11587982832618025,0.0815450643776824
153,red_rom,4,13,31,140,2,LR,5,33,L,6,6,4,26.4,23.7,6,0.5,1.7144141914465565,238,233,119,66,48,40,33,27,19,51,29,9,15,8,7,NA,167,119,0.2987703758526537,0.7433955885309741,0.10811458841391526,0.08313011990143102,0.14315813393955448,0.15989702141051707,0.20860481510620912,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.20772256231765315,0.2832618025751073,0.20600858369098712,0.17167381974248927,0.14163090128755365,0.11587982832618025,0.0815450643776824
154,arugula,2,43,47,141,3,LR,8,45,R,9,9.3,5,26.5,24,6,0.5,1.7144141914465565,238,232,155,68,49,36,33,26,20,61,45,8,18,14,9,PHOTO,164,115,0.3287702198167198,0.7433955885309741,0.08985824086410006,0.059740156095351715,0.1347774283922543,0.1724473822323766,0.2170908134790295,0.3130205416386881,0.28802425855817154,0.26284369571848665,0.22202835881141134,0.29310344827586204,0.21120689655172414,0.15517241379310345,0.14224137931034483,0.11206896551724138,0.08620689655172414
154,basil,3,6,34,141,3,LR,8,45,R,9,9.3,5,26.5,24,6,0.5,1.7144141914465565,238,232,155,68,49,36,33,26,20,61,45,8,18,14,9,PHOTO,164,115,0.3287702198167198,0.7433955885309741,0.08985824086410006,0.059740156095351715,0.1347774283922543,0.1724473822323766,0.2170908134790295,0.3130205416386881,0.28802425855817154,0.26284369571848665,0.22202835881141134,0.29310344827586204,0.21120689655172414,0.15517241379310345,0.14224137931034483,0.11206896551724138,0.08620689655172414
154,butter,6,9,19,141,3,LR,8,45,R,9,9.3,5,26.5,24,6,0.5,1.7144141914465565,238,232,155,68,49,36,33,26,20,61,45,8,18,14,9,PHOTO,164,115,0.3287702198167198,0.7433955885309741,0.08985824086410006,0.059740156095351715,0.1347774283922543,0.1724473822323766,0.2170908134790295,0.3130205416386881,0.28802425855817154,0.26284369571848665,0.22202835881141134,0.29310344827586204,0.21120689655172414,0.15517241379310345,0.14224137931034483,0.11206896551724138,0.08620689655172414
154,green_rom,5,14,25,141,3,LR,8,45,R,9,9.3,5,26.5,24,6,0.5,1.7144141914465565,238,232,155,68,49,36,33,26,20,61,45,8,18,14,9,PHOTO,164,115,0.3287702198167198,0.7433955885309741,0.08985824086410006,0.059740156095351715,0.1347774283922543,0.1724473822323766,0.2170908134790295,0.3130205416386881,0.28802425855817154,0.26284369571848665,0.22202835881141134,0.29310344827586204,0.21120689655172414,0.15517241379310345,0.14224137931034483,0.11206896551724138,0.08620689655172414
154,radish,1,56,63,141,3,LR,8,45,R,9,9.3,5,26.5,24,6,0.5,1.7144141914465565,238,232,155,68,49,36,33,26,20,61,45,8,18,14,9,PHOTO,164,115,0.3287702198167198,0.7433955885309741,0.08985824086410006,0.059740156095351715,0.1347774283922543,0.1724473822323766,0.2170908134790295,0.3130205416386881,0.28802425855817154,0.26284369571848665,0.22202835881141134,0.29310344827586204,0.21120689655172414,0.15517241379310345,0.14224137931034483,0.11206896551724138,0.08620689655172414
154,red_rom,4,17,32,141,3,LR,8,45,R,9,9.3,5,26.5,24,6,0.5,1.7144141914465565,238,232,155,68,49,36,33,26,20,61,45,8,18,14,9,PHOTO,164,115,0.3287702198167198,0.7433955885309741,0.08985824086410006,0.059740156095351715,0.1347774283922543,0.1724473822323766,0.2170908134790295,0.3130205416386881,0.28802425855817154,0.26284369571848665,0.22202835881141134,0.29310344827586204,0.21120689655172414,0.15517241379310345,0.14224137931034483,0.11206896551724138,0.08620689655172414
155,arugula,2,34,47,142,1,LR,3,15,R,6,6.3,2,26.9,23.7,6,0.5,1.7144141914465565,238,234,183,68,49,38,32,27,20,61,36,24,24,25,13,NA,166,117,0.448769595672982,0.7433955885309741,0.10202913923064352,0.07143513799839137,0.15153883948685465,0.1724473822323766,0.2170908134790295,0.33337367181269345,0.27729391393803177,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.2094017094017094,0.1623931623931624,0.13675213675213677,0.11538461538461539,0.08547008547008547
155,basil,3,22,36,142,1,LR,3,15,R,6,6.3,2,26.9,23.7,6,0.5,1.7144141914465565,238,234,183,68,49,38,32,27,20,61,36,24,24,25,13,NA,166,117,0.448769595672982,0.7433955885309741,0.10202913923064352,0.07143513799839137,0.15153883948685465,0.1724473822323766,0.2170908134790295,0.33337367181269345,0.27729391393803177,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.2094017094017094,0.1623931623931624,0.13675213675213677,0.11538461538461539,0.08547008547008547
155,butter,6,12,19,142,1,LR,3,15,R,6,6.3,2,26.9,23.7,6,0.5,1.7144141914465565,238,234,183,68,49,38,32,27,20,61,36,24,24,25,13,NA,166,117,0.448769595672982,0.7433955885309741,0.10202913923064352,0.07143513799839137,0.15153883948685465,0.1724473822323766,0.2170908134790295,0.33337367181269345,0.27729391393803177,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.2094017094017094,0.1623931623931624,0.13675213675213677,0.11538461538461539,0.08547008547008547
155,green_rom,5,24,26,142,1,LR,3,15,R,6,6.3,2,26.9,23.7,6,0.5,1.7144141914465565,238,234,183,68,49,38,32,27,20,61,36,24,24,25,13,NA,166,117,0.448769595672982,0.7433955885309741,0.10202913923064352,0.07143513799839137,0.15153883948685465,0.1724473822323766,0.2170908134790295,0.33337367181269345,0.27729391393803177,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.2094017094017094,0.1623931623931624,0.13675213675213677,0.11538461538461539,0.08547008547008547
155,radish,1,57,64,142,1,LR,3,15,R,6,6.3,2,26.9,23.7,6,0.5,1.7144141914465565,238,234,183,68,49,38,32,27,20,61,36,24,24,25,13,NA,166,117,0.448769595672982,0.7433955885309741,0.10202913923064352,0.07143513799839137,0.15153883948685465,0.1724473822323766,0.2170908134790295,0.33337367181269345,0.27729391393803177,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.2094017094017094,0.1623931623931624,0.13675213675213677,0.11538461538461539,0.08547008547008547
155,red_rom,4,23,30,142,1,LR,3,15,R,6,6.3,2,26.9,23.7,6,0.5,1.7144141914465565,238,234,183,68,49,38,32,27,20,61,36,24,24,25,13,NA,166,117,0.448769595672982,0.7433955885309741,0.10202913923064352,0.07143513799839137,0.15153883948685465,0.1724473822323766,0.2170908134790295,0.33337367181269345,0.27729391393803177,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.2094017094017094,0.1623931623931624,0.13675213675213677,0.11538461538461539,0.08547008547008547
156,arugula,2,36,48,143,2,LR,5,51,L,6,6,6,24.2,23.7,6,0.5,1.7144141914465565,238,236,156,67,50,39,33,27,20,57,38,12,19,16,14,NA,169,119,-0.3612261913567907,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.168300250581455,0.16619561765183583,0.2254906528891389,0.34334932181390393,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2838983050847458,0.211864406779661,0.1652542372881356,0.13983050847457626,0.11440677966101695,0.0847457627118644
156,basil,3,9,36,143,2,LR,5,51,L,6,6,6,24.2,23.7,6,0.5,1.7144141914465565,238,236,156,67,50,39,33,27,20,57,38,12,19,16,14,NA,169,119,-0.3612261913567907,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.168300250581455,0.16619561765183583,0.2254906528891389,0.34334932181390393,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2838983050847458,0.211864406779661,0.1652542372881356,0.13983050847457626,0.11440677966101695,0.0847457627118644
156,butter,6,13,19,143,2,LR,5,51,L,6,6,6,24.2,23.7,6,0.5,1.7144141914465565,238,236,156,67,50,39,33,27,20,57,38,12,19,16,14,NA,169,119,-0.3612261913567907,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.168300250581455,0.16619561765183583,0.2254906528891389,0.34334932181390393,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2838983050847458,0.211864406779661,0.1652542372881356,0.13983050847457626,0.11440677966101695,0.0847457627118644
156,green_rom,5,15,26,143,2,LR,5,51,L,6,6,6,24.2,23.7,6,0.5,1.7144141914465565,238,236,156,67,50,39,33,27,20,57,38,12,19,16,14,NA,169,119,-0.3612261913567907,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.168300250581455,0.16619561765183583,0.2254906528891389,0.34334932181390393,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2838983050847458,0.211864406779661,0.1652542372881356,0.13983050847457626,0.11440677966101695,0.0847457627118644
156,radish,1,53,63,143,2,LR,5,51,L,6,6,6,24.2,23.7,6,0.5,1.7144141914465565,238,236,156,67,50,39,33,27,20,57,38,12,19,16,14,NA,169,119,-0.3612261913567907,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.168300250581455,0.16619561765183583,0.2254906528891389,0.34334932181390393,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2838983050847458,0.211864406779661,0.1652542372881356,0.13983050847457626,0.11440677966101695,0.0847457627118644
156,red_rom,4,19,32,143,2,LR,5,51,L,6,6,6,24.2,23.7,6,0.5,1.7144141914465565,238,236,156,67,50,39,33,27,20,57,38,12,19,16,14,NA,169,119,-0.3612261913567907,0.7433955885309741,0.12028548678045872,0.08313011990143102,0.168300250581455,0.16619561765183583,0.2254906528891389,0.34334932181390393,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2838983050847458,0.211864406779661,0.1652542372881356,0.13983050847457626,0.11440677966101695,0.0847457627118644
157,arugula,2,36,47,144,3,LR,8,62,R,8,8.3,7,24.5,23,6,0.5,1.7144141914465565,238,234,157,68,50,36,33,27,20,62,39,16,17,14,9,NA,166,116,-0.2712266594645935,0.7433955885309741,0.10202913923064352,0.06558764704687155,0.15153883948685465,0.1724473822323766,0.2254906528891389,0.3130205416386881,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.21367521367521367,0.15384615384615385,0.14102564102564102,0.11538461538461539,0.08547008547008547
157,basil,3,14,34,144,3,LR,8,62,R,8,8.3,7,24.5,23,6,0.5,1.7144141914465565,238,234,157,68,50,36,33,27,20,62,39,16,17,14,9,NA,166,116,-0.2712266594645935,0.7433955885309741,0.10202913923064352,0.06558764704687155,0.15153883948685465,0.1724473822323766,0.2254906528891389,0.3130205416386881,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.21367521367521367,0.15384615384615385,0.14102564102564102,0.11538461538461539,0.08547008547008547
157,butter,6,9,19,144,3,LR,8,62,R,8,8.3,7,24.5,23,6,0.5,1.7144141914465565,238,234,157,68,50,36,33,27,20,62,39,16,17,14,9,NA,166,116,-0.2712266594645935,0.7433955885309741,0.10202913923064352,0.06558764704687155,0.15153883948685465,0.1724473822323766,0.2254906528891389,0.3130205416386881,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.21367521367521367,0.15384615384615385,0.14102564102564102,0.11538461538461539,0.08547008547008547
157,green_rom,5,14,26,144,3,LR,8,62,R,8,8.3,7,24.5,23,6,0.5,1.7144141914465565,238,234,157,68,50,36,33,27,20,62,39,16,17,14,9,NA,166,116,-0.2712266594645935,0.7433955885309741,0.10202913923064352,0.06558764704687155,0.15153883948685465,0.1724473822323766,0.2254906528891389,0.3130205416386881,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.21367521367521367,0.15384615384615385,0.14102564102564102,0.11538461538461539,0.08547008547008547
157,radish,1,59,65,144,3,LR,8,62,R,8,8.3,7,24.5,23,6,0.5,1.7144141914465565,238,234,157,68,50,36,33,27,20,62,39,16,17,14,9,NA,166,116,-0.2712266594645935,0.7433955885309741,0.10202913923064352,0.06558764704687155,0.15153883948685465,0.1724473822323766,0.2254906528891389,0.3130205416386881,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.21367521367521367,0.15384615384615385,0.14102564102564102,0.11538461538461539,0.08547008547008547
157,red_rom,4,16,31,144,3,LR,8,62,R,8,8.3,7,24.5,23,6,0.5,1.7144141914465565,238,234,157,68,50,36,33,27,20,62,39,16,17,14,9,NA,166,116,-0.2712266594645935,0.7433955885309741,0.10202913923064352,0.06558764704687155,0.15153883948685465,0.1724473822323766,0.2254906528891389,0.3130205416386881,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2905982905982906,0.21367521367521367,0.15384615384615385,0.14102564102564102,0.11538461538461539,0.08547008547008547
158,arugula,2,20,45,145,1,LR,1,83,R,2,2.3,10,23.1,25,6,0.5,1.7144141914465565,238,234,80,67,47,40,33,27,20,38,22,3,8,6,3,NA,167,120,-0.6912244749615124,0.7433955885309741,0.10811458841391526,0.08897761085295085,0.15153883948685465,0.16619561765183583,0.20002995084104086,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2863247863247863,0.20085470085470086,0.17094017094017094,0.14102564102564102,0.11538461538461539,0.08547008547008547
158,basil,3,1,38,145,1,LR,1,83,R,2,2.3,10,23.1,25,6,0.5,1.7144141914465565,238,234,80,67,47,40,33,27,20,38,22,3,8,6,3,NA,167,120,-0.6912244749615124,0.7433955885309741,0.10811458841391526,0.08897761085295085,0.15153883948685465,0.16619561765183583,0.20002995084104086,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2863247863247863,0.20085470085470086,0.17094017094017094,0.14102564102564102,0.11538461538461539,0.08547008547008547
158,butter,6,3,19,145,1,LR,1,83,R,2,2.3,10,23.1,25,6,0.5,1.7144141914465565,238,234,80,67,47,40,33,27,20,38,22,3,8,6,3,NA,167,120,-0.6912244749615124,0.7433955885309741,0.10811458841391526,0.08897761085295085,0.15153883948685465,0.16619561765183583,0.20002995084104086,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2863247863247863,0.20085470085470086,0.17094017094017094,0.14102564102564102,0.11538461538461539,0.08547008547008547
158,green_rom,5,6,26,145,1,LR,1,83,R,2,2.3,10,23.1,25,6,0.5,1.7144141914465565,238,234,80,67,47,40,33,27,20,38,22,3,8,6,3,NA,167,120,-0.6912244749615124,0.7433955885309741,0.10811458841391526,0.08897761085295085,0.15153883948685465,0.16619561765183583,0.20002995084104086,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2863247863247863,0.20085470085470086,0.17094017094017094,0.14102564102564102,0.11538461538461539,0.08547008547008547
158,radish,1,35,64,145,1,LR,1,83,R,2,2.3,10,23.1,25,6,0.5,1.7144141914465565,238,234,80,67,47,40,33,27,20,38,22,3,8,6,3,NA,167,120,-0.6912244749615124,0.7433955885309741,0.10811458841391526,0.08897761085295085,0.15153883948685465,0.16619561765183583,0.20002995084104086,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2863247863247863,0.20085470085470086,0.17094017094017094,0.14102564102564102,0.11538461538461539,0.08547008547008547
158,red_rom,4,6,30,145,1,LR,1,83,R,2,2.3,10,23.1,25,6,0.5,1.7144141914465565,238,234,80,67,47,40,33,27,20,38,22,3,8,6,3,NA,167,120,-0.6912244749615124,0.7433955885309741,0.10811458841391526,0.08897761085295085,0.15153883948685465,0.16619561765183583,0.20002995084104086,0.35319787790077356,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.2863247863247863,0.20085470085470086,0.17094017094017094,0.14102564102564102,0.11538461538461539,0.08547008547008547
159,arugula,2,26,47,146,2,LR,6,41,R,5,5.3,5,27,25,6,0.5,1.7144141914465565,238,231,115,64,50,37,33,27,20,43,29,6,18,11,8,NA,167,117,0.4787694396370481,0.7433955885309741,0.10811458841391526,0.07143513799839137,0.12639672284495412,0.1471550187701589,0.2254906528891389,0.323265876721294,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.27705627705627706,0.21645021645021645,0.16017316017316016,0.14285714285714285,0.11688311688311688,0.08658008658008658
159,basil,3,4,35,146,2,LR,6,41,R,5,5.3,5,27,25,6,0.5,1.7144141914465565,238,231,115,64,50,37,33,27,20,43,29,6,18,11,8,NA,167,117,0.4787694396370481,0.7433955885309741,0.10811458841391526,0.07143513799839137,0.12639672284495412,0.1471550187701589,0.2254906528891389,0.323265876721294,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.27705627705627706,0.21645021645021645,0.16017316017316016,0.14285714285714285,0.11688311688311688,0.08658008658008658
159,butter,6,7,19,146,2,LR,6,41,R,5,5.3,5,27,25,6,0.5,1.7144141914465565,238,231,115,64,50,37,33,27,20,43,29,6,18,11,8,NA,167,117,0.4787694396370481,0.7433955885309741,0.10811458841391526,0.07143513799839137,0.12639672284495412,0.1471550187701589,0.2254906528891389,0.323265876721294,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.27705627705627706,0.21645021645021645,0.16017316017316016,0.14285714285714285,0.11688311688311688,0.08658008658008658
159,green_rom,5,10,26,146,2,LR,6,41,R,5,5.3,5,27,25,6,0.5,1.7144141914465565,238,231,115,64,50,37,33,27,20,43,29,6,18,11,8,NA,167,117,0.4787694396370481,0.7433955885309741,0.10811458841391526,0.07143513799839137,0.12639672284495412,0.1471550187701589,0.2254906528891389,0.323265876721294,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.27705627705627706,0.21645021645021645,0.16017316017316016,0.14285714285714285,0.11688311688311688,0.08658008658008658
159,radish,1,39,60,146,2,LR,6,41,R,5,5.3,5,27,25,6,0.5,1.7144141914465565,238,231,115,64,50,37,33,27,20,43,29,6,18,11,8,NA,167,117,0.4787694396370481,0.7433955885309741,0.10811458841391526,0.07143513799839137,0.12639672284495412,0.1471550187701589,0.2254906528891389,0.323265876721294,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.27705627705627706,0.21645021645021645,0.16017316017316016,0.14285714285714285,0.11688311688311688,0.08658008658008658
159,red_rom,4,17,32,146,2,LR,6,41,R,5,5.3,5,27,25,6,0.5,1.7144141914465565,238,231,115,64,50,37,33,27,20,43,29,6,18,11,8,NA,167,117,0.4787694396370481,0.7433955885309741,0.10811458841391526,0.07143513799839137,0.12639672284495412,0.1471550187701589,0.2254906528891389,0.323265876721294,0.28802425855817154,0.27463449402602297,0.22202835881141134,0.27705627705627706,0.21645021645021645,0.16017316017316016,0.14285714285714285,0.11688311688311688,0.08658008658008658
160,arugula,2,3,37,147,3,LR,9,6,L,6,6,1,27.3,24.4,6,0.5,1.7144141914465565,238,236,23,33,39,27,20,68,49,6,5,1,4,5,2,NA,203,164,0.5687689715292453,0.7433955885309741,0.32719075901169753,0.34626721271982325,0.168300250581455,-0.0845376476852027,0.12785357088924512,0.2135106818623406,0.13235413615283578,0.6448759374399246,0.5413860328241012,0.13983050847457626,0.1652542372881356,0.11440677966101695,0.0847457627118644,0.288135593220339,0.2076271186440678
160,basil,3,1,26,147,3,LR,9,6,L,6,6,1,27.3,24.4,6,0.5,1.7144141914465565,238,236,23,33,39,27,20,68,49,6,5,1,4,5,2,NA,203,164,0.5687689715292453,0.7433955885309741,0.32719075901169753,0.34626721271982325,0.168300250581455,-0.0845376476852027,0.12785357088924512,0.2135106818623406,0.13235413615283578,0.6448759374399246,0.5413860328241012,0.13983050847457626,0.1652542372881356,0.11440677966101695,0.0847457627118644,0.288135593220339,0.2076271186440678
160,butter,6,1,47,147,3,LR,9,6,L,6,6,1,27.3,24.4,6,0.5,1.7144141914465565,238,236,23,33,39,27,20,68,49,6,5,1,4,5,2,NA,203,164,0.5687689715292453,0.7433955885309741,0.32719075901169753,0.34626721271982325,0.168300250581455,-0.0845376476852027,0.12785357088924512,0.2135106818623406,0.13235413615283578,0.6448759374399246,0.5413860328241012,0.13983050847457626,0.1652542372881356,0.11440677966101695,0.0847457627118644,0.288135593220339,0.2076271186440678
160,green_rom,5,4,64,147,3,LR,9,6,L,6,6,1,27.3,24.4,6,0.5,1.7144141914465565,238,236,23,33,39,27,20,68,49,6,5,1,4,5,2,NA,203,164,0.5687689715292453,0.7433955885309741,0.32719075901169753,0.34626721271982325,0.168300250581455,-0.0845376476852027,0.12785357088924512,0.2135106818623406,0.13235413615283578,0.6448759374399246,0.5413860328241012,0.13983050847457626,0.1652542372881356,0.11440677966101695,0.0847457627118644,0.288135593220339,0.2076271186440678
160,radish,1,4,31,147,3,LR,9,6,L,6,6,1,27.3,24.4,6,0.5,1.7144141914465565,238,236,23,33,39,27,20,68,49,6,5,1,4,5,2,NA,203,164,0.5687689715292453,0.7433955885309741,0.32719075901169753,0.34626721271982325,0.168300250581455,-0.0845376476852027,0.12785357088924512,0.2135106818623406,0.13235413615283578,0.6448759374399246,0.5413860328241012,0.13983050847457626,0.1652542372881356,0.11440677966101695,0.0847457627118644,0.288135593220339,0.2076271186440678
160,red_rom,4,3,19,147,3,LR,9,6,L,6,6,1,27.3,24.4,6,0.5,1.7144141914465565,238,236,23,33,39,27,20,68,49,6,5,1,4,5,2,NA,203,164,0.5687689715292453,0.7433955885309741,0.32719075901169753,0.34626721271982325,0.168300250581455,-0.0845376476852027,0.12785357088924512,0.2135106818623406,0.13235413615283578,0.6448759374399246,0.5413860328241012,0.13983050847457626,0.1652542372881356,0.11440677966101695,0.0847457627118644,0.288135593220339,0.2076271186440678
161,arugula,2,22,48,148,1,LR,1,57,R,3,3.3,7,24.5,23.7,6,0.5,1.7144141914465565,238,234,63,27,50,38,20,33,66,11,24,7,5,6,10,NA,207,157,-0.2712266594645935,0.7433955885309741,0.3515325557447845,0.3053347760591844,0.15153883948685465,-0.14087378438873113,0.2254906528891389,0.33337367181269345,0.13235413615283578,0.34120507651941806,0.6833914112840078,0.11538461538461539,0.21367521367521367,0.1623931623931624,0.08547008547008547,0.14102564102564102,0.28205128205128205
161,basil,3,4,35,148,1,LR,1,57,R,3,3.3,7,24.5,23.7,6,0.5,1.7144141914465565,238,234,63,27,50,38,20,33,66,11,24,7,5,6,10,NA,207,157,-0.2712266594645935,0.7433955885309741,0.3515325557447845,0.3053347760591844,0.15153883948685465,-0.14087378438873113,0.2254906528891389,0.33337367181269345,0.13235413615283578,0.34120507651941806,0.6833914112840078,0.11538461538461539,0.21367521367521367,0.1623931623931624,0.08547008547008547,0.14102564102564102,0.28205128205128205
161,butter,6,9,63,148,1,LR,1,57,R,3,3.3,7,24.5,23.7,6,0.5,1.7144141914465565,238,234,63,27,50,38,20,33,66,11,24,7,5,6,10,NA,207,157,-0.2712266594645935,0.7433955885309741,0.3515325557447845,0.3053347760591844,0.15153883948685465,-0.14087378438873113,0.2254906528891389,0.33337367181269345,0.13235413615283578,0.34120507651941806,0.6833914112840078,0.11538461538461539,0.21367521367521367,0.1623931623931624,0.08547008547008547,0.14102564102564102,0.28205128205128205
161,green_rom,5,5,31,148,1,LR,1,57,R,3,3.3,7,24.5,23.7,6,0.5,1.7144141914465565,238,234,63,27,50,38,20,33,66,11,24,7,5,6,10,NA,207,157,-0.2712266594645935,0.7433955885309741,0.3515325557447845,0.3053347760591844,0.15153883948685465,-0.14087378438873113,0.2254906528891389,0.33337367181269345,0.13235413615283578,0.34120507651941806,0.6833914112840078,0.11538461538461539,0.21367521367521367,0.1623931623931624,0.08547008547008547,0.14102564102564102,0.28205128205128205
